시간(초),strain(%),Cycle,카운터(회),저항01(Ω),저항02(Ω),저항03(Ω),저항04(Ω),저항05(Ω),저항06(Ω),저항07(Ω),저항08(Ω)
11901.6,29.85825888,261.5218968,261,217.2526,120.5341,191.7617,166.9963,120.6576,163.3416,133.6024,154.5113
11902.8,29.31552449,261.5482652,262,204.6082,109.124,162.0578,149.6699,106.1161,135.615,113.8051,125.9337
11904.2,28.18847314,261.5790283,262,170.3546,90.84797,141.2269,126.4619,91.27675,124.1653,109.4727,127.4744
11905.4,26.82937095,261.6053967,262,186.0109,100.2872,158.2886,149.8597,111.7929,174.0059,142.1502,185.3035
11906.6,25.14630559,261.6317651,262,278.5059,139.4398,216.91,212.0805,164.8634,285.9665,211.8508,323.6641
11907.8,23.18537005,261.6581336,262,510.7948,218.3531,362.8844,364.2163,286.1221,547.6282,370.1557,599.4005
11909,21.00026718,261.684502,262,1134.926,382.2675,628.1653,622.7933,543.8222,1097.692,648.4846,1263.102
11910.2,18.65083895,261.7108704,262,2600.849,729.9386,1236.063,1274.268,1233.027,2307.673,1245.568,2570.158
11911.4,16.20142761,261.7372388,262,6861.171,2624.402,2041.421,2041.427,3128.827,4559.18,1898.414,6730.452
11912.6,13.71911355,261.7636072,262,26192.28,1807.047,3283.979,3235.915,3454.006,7704.514,2799.876,7302.054
11913.8,11.27187829,261.7899756,262,119859,2322.338,6234.77,4278.064,7036.979,11538.59,3188.979,7002.907
11915,8.926742642,261.816344,262,54983.67,2172.909,4569.361,4365.299,3501.619,60457.98,2529.521,4303.634
11916.2,6.747931285,261.8427124,262,9817.315,1890.98,2726.588,2467.495,1944.804,2569.241,978.8846,1418.409
11917.6,4.495475807,261.8734756,262,2646.795,637.3474,1184.481,932.321,263.09,517.6128,247.7297,284.9957
11918.8,2.873393642,261.899844,262,481.3619,216.642,381.8429,316.3966,114.0683,167.1337,119.2801,140.1955
11920,1.583414846,261.9262124,262,172.2272,92.99116,162.9372,149.3824,85.62364,111.5496,92.38001,107.9391
11921.2,0.660867217,261.9525808,262,129.4029,73.64363,132.3472,125.1182,75.34645,95.06862,80.43862,96.2163
11922.4,0.131015959,261.9789492,262,112.6065,65.14668,116.6585,107.1056,71.7109,86.39363,74.98095,88.57616
11923.6,0.00837176,262.0053176,262,104.5017,59.93936,105.3657,93.53676,67.98402,79.97206,71.72225,82.06733
11924.8,0.296293393,262.031686,262,97.7344,57.47648,99.33364,95.43719,66.86238,75.33759,69.69179,78.16604
11926,0.986895741,262.0580545,262,92.90481,54.96861,94.70782,85.20107,64.1405,71.26868,67.77287,71.12551
11927.2,2.061265731,262.0844229,262,89.33466,53.48469,94.66695,83.17457,61.53735,68.89812,65.8852,69.17263
11928.4,3.489980302,262.1107913,262,89.02985,52.63564,89.98419,82.61551,61.24993,68.69617,65.13466,67.53402
11929.6,5.233912189,262.1371597,262,88.10923,52.68053,87.81687,85.23704,63.59767,71.27954,66.45563,68.74778
11930.8,7.245301482,262.1635281,262,91.91091,58.02059,129.3945,126.2044,73.66931,88.11815,74.3531,85.70074
11932,9.469063588,262.1898965,262,385.0858,215.5103,533.2497,532.6624,169.1564,463.5836,282.8805,475.3678
11933.4,12.25037356,262.2206596,262,2088.355,706.2318,1647.721,1689.303,928.24,2455.541,1105.475,2957.795
11934.6,14.71991757,262.2470281,262,6774.74,1271.749,2857.943,2970.575,4010.121,5396.581,1903.215,8792.48
11935.8,17.19713201,262.2733965,262,10779.47,1953.159,3226.37,3101.482,5712.629,8995.409,2227.358,3944.333
11937,19.61417504,262.2997649,262,64904.84,1504.451,2749.877,2740.655,2655.307,8313.079,1852.707,5404.637
11938.2,21.90485271,262.3261333,262,6362.904,1498.55,1711.318,1954.521,3450.192,1570.783,1311.362,2835.817
11939.6,24.33417822,262.3568964,262,3714.437,855.9835,1261.328,1225.63,869.1547,1688.01,810.4267,1397.533
11940.8,26.14285243,262.3832648,262,2099.477,548.2496,867.434,756.4919,512.4679,972.9459,529.4949,783.6982
11942,27.64636469,262.4096333,262,1031.049,383.5255,587.9143,513.5213,332.2827,585.6707,364.1269,503.6674
11943.2,28.80353931,262.4360017,262,618.704,242.4108,369.0621,340.3263,232.8078,370.8301,246.8396,324.494
11944.4,29.5826855,262.4623701,262,382.1997,182.8947,290.7677,230.9861,162.0843,247.3605,179.6873,219.4462
11945.6,29.9624653,262.4887385,262,267.0868,137.7414,222.1414,189.831,131.8585,187.7992,147.3455,179.6966
11946.8,29.93247793,262.5151069,262,225.1611,123.9632,195.4341,169.4596,123.1077,169.7372,138.4195,163.0372
11948,29.49354464,262.5414753,263,213.205,115.2686,168.6077,160.1537,113.7247,151.8658,124.6176,144.2109
11949.4,28.48123982,262.5722385,263,179.9051,95.44261,141.2265,130.9135,95.8812,123.9393,107.8046,127.9804
11950.6,27.21196494,262.5986069,263,177.0813,97.5554,146.8509,143.6641,109.72,163.8104,134.3552,173.4266
11951.8,25.60824904,262.6249753,263,250.3691,127.2595,194.5682,199.4599,152.5135,249.3507,195.8489,274.6836
11953,23.71401201,262.6513437,263,441.0559,199.947,325.0775,324.0842,253.415,469.5273,321.7165,490.6742
11954.2,21.58113009,262.6777121,263,873.3575,355.5643,582.409,578.8146,484.4304,948.0241,580.0393,1022.018
11955.6,18.86936486,262.7084752,263,2048.492,781.38,1071.158,1059.646,958.5785,2005.752,1161.784,2298.152
11956.8,16.42629357,262.7348437,263,7735.575,1244.829,1905.997,2422.011,1859.059,4714.603,1922.051,4659.262
11957.8,14.35767798,262.7568173,263,20649.74,17411.33,3297.003,4521.245,-2559.222,6746.753,3228.614,6402.868
11959,11.89493203,262.7831857,263,54281.03,2181.598,4522.902,4561.352,1492.722,36485.8,3944.609,8491.443
11960.2,9.517222518,262.8095542,263,52695.23,2403.789,5150.928,4873.389,6350.615,66468.4,2498.294,4489.687
11961.4,7.289666221,262.8359226,263,51866.28,1572.816,3479.885,2854.898,1516.952,4107.666,1322.825,2084.59
11962.6,5.273267748,262.862291,263,3755.286,837.2913,1665.826,1292.278,473.6231,834.6763,385.626,455.4364
11963.8,3.523248876,262.8886594,263,934.8325,347.8388,622.7682,503.9266,153.9184,239.6935,143.7142,158.6622
11965,2.087536217,262.9150278,263,219.0437,117.193,199.394,178.7437,98.76552,129.1232,99.60655,107.089
11966.2,1.005448685,262.9413962,263,144.2132,80.02185,136.3417,125.7354,82.98094,102.2099,84.4415,91.23082
11967.6,0.228913771,262.9721594,263,119.5247,66.86782,119.9826,104.2665,74.60855,89.24426,76.40249,80.25777
11968.8,0.00064176,262.9985278,263,106.9607,60.17271,102.958,92.51053,71.56138,84.05072,71.65277,76.702
11970,0.18314728,263.0248962,263,101.6565,57.93445,96.10379,91.33396,67.19143,77.33109,69.93481,74.0265
11971.2,0.771432172,263.0512646,263,96.84043,55.34486,90.34024,87.51732,65.19971,72.88303,68.48448,70.81469
11972.4,1.749385465,263.077633,263,91.20499,54.09841,86.32306,85.43534,60.29773,70.66647,66.86514,69.32735
11973.6,3.090224597,263.1040014,263,89.42359,53.15746,86.08638,84.85929,60.86893,69.87761,65.89897,68.86692
11974.8,4.757228893,263.1303698,263,90.35566,52.58811,86.3642,87.71691,61.63299,70.94058,66.12627,70.24742
11976,6.704745204,263.1567382,263,92.0651,54.38917,97.08683,101.3684,69.61009,81.8471,70.41477,77.39119
11977.2,8.879438186,263.1831066,263,236.6055,146.3255,357.3646,379.4981,115.1425,284.5781,186.6634,311.4005
11978.6,11.62397976,263.2138698,263,1394.851,587.3396,1380.715,1328.778,750.8976,1822.927,904.1897,2112.865
11979.8,14.08054827,263.2402382,263,8560.248,1121.045,3333.47,2521.566,427.8258,5919.63,1831.774,9047.131
11981,16.5622972,263.2666066,263,28147.71,1570.747,3210.17,3529.967,4179.091,5823.629,2277.926,5988.374
11982.2,19.00126052,263.292975,263,10460.95,1766.824,3131.385,2868.35,4854.117,4908.909,2003.178,3058.073
11983.4,21.33064396,263.3193434,263,6951.686,1310.739,2386.945,2041.383,4554.261,3170.564,1400.469,2879.367
11984.8,23.82490274,263.3501066,263,4385.924,1021.824,1493.658,1406.888,1518.845,2257.488,908.5337,1684.854
11986,25.70444247,263.376475,263,2601.429,578.2693,961.2266,855.3238,571.4695,1075.591,582.4952,908.8216
11987.2,27.2908267,263.4028434,263,1184.684,390.1082,606.4134,547.1229,355.241,635.5112,381.4824,558.1872
11988.4,28.54061017,263.4292118,263,746.3049,276.8047,415.5769,374.2026,247.5487,412.8421,272.0465,374.3394
11989.6,29.41956587,263.4555802,263,432.4476,194.0744,289.0382,260.2699,176.9467,275.9832,192.4719,240.066
11990.8,29.90362244,263.4819486,263,289.2727,144.7148,226.746,194.2925,136.7747,199.7703,152.5906,186.4977
11992,29.97952333,263.508317,263,234.2532,124.1607,196.3128,171.6381,125.7468,174.2409,140.7561,163.3554
11993.2,29.6451899,263.5346854,264,219.9384,116.3095,174.9591,164.823,118.6411,158.4123,130.4317,147.0472
11994.6,28.74947377,263.5654486,264,195.469,100.2837,154.145,139.5101,97.8713,125.9944,108.8921,122.6784
11995.8,27.57233598,263.591817,264,171.866,93.30301,138.5913,137.2157,104.3375,148.4615,125.0097,153.6382
11997,26.05088792,263.6181854,264,222.3441,115.1798,172.9091,177.5017,137.4021,219.2853,173.7878,232.3396
11998.2,24.22679648,263.6445538,264,374.3282,171.2553,284.7973,283.0778,219.1868,414.336,280.65,418.4775
11999.4,22.15001685,263.6709222,264,747.9982,294.9967,513.777,496.261,407.4715,777.3478,495.9399,981.5588
12000.6,19.87742443,263.6972906,264,1692.764,686.5112,884.6667,949.2127,843.275,1612.023,1010.929,2102.099
12001.8,17.47125721,263.7236591,264,3857.73,999.2631,1604.464,1571.566,1702.865,3240.352,1593.697,3408.935
12003,14.99741129,263.7500275,264,10323.66,1437.558,3497.704,2836.783,3731.897,6947.161,2658.246,6527.651
12004.2,12.52363626,263.7763959,264,58791.38,2225.595,3975.429,4389.49,5007.919,31035.31,3236.116,20143.33
12005.4,10.11767978,263.8027643,264,110146.3,3903.539,4709.711,6198.031,4531.706,8550.73,2926.145,5273.645
12006.6,7.845432182,263.8291327,264,127113.8,2093.337,3831.663,3337.619,3251.284,3546.133,1860.718,2678.035
12007.8,5.769122012,263.8555011,264,5644.667,1180.637,2206.352,1749.729,791.543,1415.075,546.6122,747.0092
12009,3.945611808,263.8818695,264,1473.426,421.3205,771.1269,678.37,185.2193,322.1718,168.6956,188.638
12010.2,2.424840842,263.9082379,264,305.9322,151.7208,261.8672,233.012,105.1045,141.4271,106.2711,117.5666
12011.4,1.248457464,263.9346063,264,155.2271,85.55775,145.1254,142.2007,85.89274,106.5995,89.25238,96.0174
12012.8,0.353691545,263.9653695,264,124.3244,70.52554,122.3617,117.4182,77.68399,91.65371,78.65236,85.37775
12014,0.020207127,263.9917379,264,108.3154,63.36071,107.922,95.15456,72.68734,83.54688,73.64599,78.85134
12015.2,0.096964415,264.0181063,264,101.5407,59.16936,95.40877,91.45571,68.22436,78.07447,70.18246,74.62113
12016.4,0.581861308,264.0444747,264,97.50732,55.9402,91.49701,91.93664,65.14579,73.59616,68.02469,71.13622
12017.6,1.461618255,264.0708431,264,93.83477,54.0964,92.1307,89.72409,61.77513,70.65646,66.61467,69.12295
12018.8,2.712141932,264.0972115,264,90.00273,52.77304,90.99451,88.3196,59.18787,69.4655,65.64804,66.68308
12020,4.299185072,264.12358,264,91.21098,51.83252,90.01582,86.9585,58.75209,70.46177,65.68265,66.92116
12021.2,6.179284372,264.1499484,264,92.35058,53.24556,95.25157,92.87139,63.18777,76.17099,68.53688,71.24077
12022.4,8.300950793,264.1763168,264,146.9081,111.1019,282.2246,280.7822,97.94583,218.7958,144.8447,221.9155
12023.6,10.60607966,264.2026852,264,959.4864,405.4889,978.2856,946.706,388.5791,1070.536,575.3657,1102.4
12024.8,13.03154192,264.2290536,264,3764.988,1083.823,2359.231,2239.016,1578.157,3950.595,1493.147,4053.945
12026,15.51091304,264.255422,264,7937.806,1618.601,3023.496,3297.967,6883.943,8257.506,2417.479,4975.8
12027.2,17.97629212,264.2817904,264,11881.85,1649.453,3319.554,3328.332,2676.114,23212.11,2384.407,5028.216
12028.4,20.36016146,264.3081588,264,6109.485,1703.211,2735.508,4635.339,2377.787,4441.104,1791.329,2582.871
12029.6,22.59723559,264.3345272,264,5517.237,1061.63,1933.853,1750.948,1471.202,2794.054,1125.809,2128.78
12031,24.9401904,264.3652904,264,2999.078,743.7734,1374.188,1114.027,748.3056,1654.427,746.9801,1161.981
12032.2,26.65672239,264.3916588,264,1559.979,473.7271,815.7793,660.8478,443.0252,859.0754,469.1996,679.9999
12033.4,28.05401941,264.4180272,264,987.0959,365.7481,519.0461,440.9067,292.3102,512.292,326.1975,444.8778
12034.6,29.09381462,264.4443956,264,533.1893,221.2693,367.4658,293.5625,203.1288,330.2711,221.4092,283.9887
12035.8,29.74763182,264.470764,264,342.3112,159.1978,249.0438,214.5722,149.3668,226.1415,166.9016,206.0853
12037,29.99756535,264.4971324,264,254.1932,132.8696,198.8488,177.3678,124.9247,180.3621,143.7822,174.8403
12038.2,29.83677046,264.5235008,264,227.4417,122.038,180.4149,162.8906,120.8943,165.8514,135.5938,158.3677
12039.4,29.26965072,264.5498693,265,208.6115,111.7621,156.3189,144.5438,107.5967,138.1926,115.8964,131.9308
12040.6,28.31173747,264.5762377,265,174.0493,90.24642,135.7957,125.7032,95.83779,127.76,110.5902,134.8623
12041.8,26.98926445,264.6026061,265,185.7709,101.1122,149.1167,146.8897,115.224,173.2617,138.9954,183.3243
12043,25.33844935,264.6289745,265,272.2479,133.8352,205.9207,214.4092,163.0697,281.7719,208.9159,304.8647
12044.2,23.40450195,264.6553429,265,486.3128,226.2257,343.2862,391.821,282.4149,517.1815,356.058,579.7117
12045.4,21.24038601,264.6817113,265,973.9914,387.2241,612.4175,624.1561,508.7318,1174.308,630.5768,1162.399
12046.6,18.90536873,264.7080797,265,2693.055,630.9552,1148.62,1257.448,3553.86,3013.284,1200.384,3028.242
12047.8,16.46339769,264.7344481,265,6796.593,1120.32,2058.962,2103.504,2161.447,4210.377,2056.938,6016.403
12049,13.98134955,264.7608165,265,74582.26,1904.345,3491.023,3723.23,5347.665,7786.374,4652.599,6953.71
12050.2,11.52719851,264.787185,265,48832.45,2373.899,5992.393,4329.683,50817.61,21726.78,4431.151,6677.781
12051.4,9.168154798,264.8135534,265,100320,2397.192,5110.9,4262.795,8926.217,8775.788,2460.837,4562.394
12052.6,6.968823983,264.8399218,265,32032.76,1803.591,3695.014,2794.865,1781.228,2975.704,1205.482,1731.59
12053.8,4.989437688,264.8662902,265,3017.057,741.4073,1486.796,1231.563,376.3936,700.5939,325.8988,382.0029
12055,3.28420406,264.8926586,265,758.1057,297.5372,543.8496,463.3177,136.841,205.6767,134.471,147.8566
12056.4,1.703088086,264.9234217,265,198.0848,104.171,199.5832,176.2001,95.56998,120.6997,95.69544,104.4613
12057.6,0.74027632,264.9497902,265,134.8914,75.76996,145.8458,130.1514,79.16835,99.00533,83.90999,90.93672
12058.8,0.1679862,264.9761586,265,117.449,66.96691,128.7257,103.6153,75.14092,88.83086,77.74327,84.41773
12060,0.001890658,265.002527,265,101.1611,61.52461,117.2229,96.954,71.22201,82.07369,73.46029,78.4634
12061.2,0.246538443,265.0288954,265,94.95557,58.40425,106.9286,92.14612,67.822,76.98298,69.92061,74.76628
12062.4,0.895229549,265.0552638,265,98.15687,55.97433,102.4585,87.90198,62.2753,73.02873,67.53128,71.24861
12063.6,1.930198698,265.0816322,265,92.73113,54.30965,104.9252,87.09876,60.08893,70.38324,66.05515,69.50558
12064.8,3.323101875,265.1080006,265,90.0041,53.59615,104.9804,90.79833,62.31866,70.31124,65.70201,69.41648
12066,5.035792558,265.134369,265,91.23869,53.58236,98.77403,90.2754,63.47218,72.64433,66.47353,71.95006
12067.2,7.021366417,265.1607374,265,94.30601,56.03374,130.3632,126.9986,70.17024,86.6984,73.8212,86.57116
12068.4,9.225445851,265.1871058,265,302.1829,186.5191,466.5448,457.5384,142.4962,396.2876,231.8461,402.7584
12069.8,11.99225292,265.217869,265,1769.48,680.401,1621.165,1550.829,871.7973,2067.782,1104.707,2487.847
12071,14.45700674,265.2442374,265,6822.595,1251.975,2943.286,3089.61,1850.236,5014.734,2160.342,6561.292
12072.2,16.93663117,265.2706058,265,12738.67,1620.501,3419.874,3194.557,5298.318,7944.187,2436.267,7704.229
12073.4,19.36321835,265.2969742,265,44653.69,1620.471,3549.312,3969.927,3721.79,4540.109,1888.028,4707.724
12074.6,21.67031296,265.3233426,265,8048.138,2801.983,2460.967,2167.802,2231.789,6375.927,1469.476,2777.653
12076,24.12686826,265.3541058,265,4258.569,907.2579,1430.028,1360.111,978.8714,1962.531,922.5131,1627.216
12077.2,25.96507429,265.3804742,265,2035.301,550.9975,1000.326,805.9942,582.2027,1099.399,581.9982,875.7637
12078.4,27.50298707,265.4068426,265,1257.455,373.7268,600.0056,527.9483,344.0027,607.3993,367.2615,508.7337
12079.6,28.6984888,265.433211,265,680.181,267.0712,406.6949,377.5121,240.6167,391.4899,263.0927,342.4025
12080.8,29.51883904,265.4595794,265,410.1611,190.374,287.7633,250.8911,173.6345,263.726,185.6833,238.816
12082,29.94157142,265.4859478,265,280.0394,142.3836,219.3038,195.1127,133.0107,194.7157,151.2754,185.7656
12083.2,29.95510883,265.5123162,265,228.7512,125.3667,186.7482,169.3194,124.6857,172.9116,138.9919,170.9388
12084.4,29.55908055,265.5386847,266,216.913,116.1025,167.9386,157.9477,117.6487,155.8491,127.6064,158.6363
12085.8,28.59448309,265.5694478,266,186.955,98.30276,141.7333,132.5133,97.12706,125.7294,108.8543,133.7169
12087,27.36280673,265.5958162,266,174.3974,95.6796,143.1887,139.9647,107.4109,157.2871,131.33,171.2859
12088.2,25.79255834,265.6221846,266,239.5012,123.9781,187.7835,191.7979,147.1153,240.0739,185.2159,262.251
12089.4,23.92674127,265.648553,266,410.854,189.9729,297.727,340.0151,240.3072,441.6705,314.2452,484.7462
12090.6,21.81645343,265.6749214,266,830.207,311.7201,564.9693,558.6495,413.2284,880.2946,541.1404,1075.5
12091.8,19.51948787,265.7012899,266,1903.044,572.3727,1052.265,1022.643,903.0549,1958.971,1015.461,2144.736
12093,17.09875008,265.7276583,266,4100.021,1181.137,1641.414,1707.066,1507.111,3406.554,1668.958,8588.164
12094,15.03468872,265.7496319,266,57275.58,24065.94,3204.776,2970.45,3309.47,7930.69,2500.17,5989.52
12095.2,12.56040983,265.7760004,266,85995.76,1873.752,3887.469,4127.147,8896.793,57623.7,3298.272,31450.2
12096.4,10.15294238,265.8023688,266,119981,1471.036,4857.874,5349.617,3822.19,43180.33,2941.231,5108.356
12097.6,7.878218109,265.8287372,266,26770.66,2479.106,4140.125,3692.024,3715.95,6550.167,1858.704,2876.09
12098.8,5.798533377,265.8551056,266,5617.571,1148.711,2339.46,1886.53,951.2264,1406.59,568.0519,782.708
12100,3.970843142,265.881474,266,1578.865,446.5901,828.5741,697.411,186.0345,327.476,170.7046,195.3718
12101.4,2.223359341,265.9122371,266,315.9197,153.021,272.2354,239.9495,103.6918,142.563,108.0823,120.5379
12102.6,1.102267713,265.9386056,266,149.5882,82.53363,151.2817,143.4292,81.26737,106.008,88.70078,99.4278
12103.8,0.361784112,265.964974,266,123.8529,70.28831,110.998,116.7316,76.1787,94.40607,81.09893,88.46218
12105,0.022187673,265.9913424,266,110.5332,63.60138,102.1461,104.4043,70.88583,86.68865,76.45588,82.72097
12106.2,0.092778701,266.0177108,266,102.5669,59.51388,95.50733,95.70219,68.58347,80.76843,73.07438,78.09715
12107.4,0.571623965,266.0440792,266,97.46342,56.76648,92.55037,93.26173,64.57006,75.55734,69.21031,75.01524
12108.6,1.445609646,266.0704476,266,90.63691,55.40354,87.87597,90.27854,59.49865,72.33514,66.96119,72.6863
12109.8,2.690800474,266.096816,266,88.71653,54.21827,87.24828,88.08309,60.38112,70.73582,65.42951,71.37238
12111,4.273095231,266.1231844,266,89.3086,53.81473,92.56177,88.86182,59.29031,71.6376,66.36369,72.07376
12112.2,6.149160652,266.1495528,266,90.72837,54.87413,98.62955,96.75134,62.68639,78.12058,69.1415,78.23587
12113.4,8.267618172,266.1759212,266,142.8102,107.8209,272.6931,275.1893,93.74631,212.664,142.4581,218.844
12114.6,10.57045099,266.2022897,266,899.3368,395.4762,979.0174,955.7544,398.8898,1040.26,567.0188,1115.514
12115.8,12.99459295,266.2286581,266,3924.827,1008.617,2213.361,2295.878,2108.505,4051.227,1557.601,4287.804
12117,15.47365567,266.2550265,266,9263.484,1652.601,2965.04,3330.819,2696.373,5016.448,2267.847,9233.654
12118.2,17.93974669,266.2813949,266,14794.65,1772.272,3509.063,3435.719,4649.876,4872.65,2152.984,6094.768
12119.4,20.32532881,266.3077633,266,8428.261,3445.236,4051.075,2777.523,1872.193,4551.322,1714.276,4388.12
12120.6,22.56506966,266.3341317,266,5388.526,1043.774,1870.325,1909.147,1433.901,2922.471,1165.597,2418.598
12122,24.91224252,266.3648949,266,3874.184,785.965,1635.617,1157.585,834.5622,1553.773,761.0549,1231.77
12123.2,26.63322552,266.3912633,266,1875.052,469.0637,736.842,696.9458,455.8041,845.2998,477.7049,718.6973
12124.4,28.03561704,266.4176317,266,956.9193,355.869,551.0871,455.956,314.5197,519.524,330.9217,451.4948
12125.6,29.08101072,266.4440001,266,535.9571,222.5268,353.6977,309.3007,204.2292,335.0115,226.3961,294.5386
12126.8,29.74077705,266.4703685,266,340.2969,161.521,249.7254,222.2026,149.997,229.9116,171.248,218.3309
12128,29.99684743,266.4967369,266,251.9416,134.3245,199.6113,180.5312,125.7019,183.7975,145.3614,177.9376
12129.2,29.84220906,266.5231053,266,221.7517,123.1044,174.0511,168.5123,123.394,169.009,136.8401,164.148
12130.4,29.28109689,266.5494737,267,207.15,114.3342,161.5878,151.9822,111.1138,143.0757,119.3656,142.3542
12131.6,28.32887774,266.5758421,267,170.4119,91.88188,136.1384,129.8763,97.16282,129.295,111.4546,136.4936
12132.8,27.01162941,266.6022106,267,182.9417,100.0566,155.8971,153.4217,114.1718,171.8254,139.6645,181.7935
12134,25.3654265,266.628579,267,271.4606,132.3832,212.173,229.3384,159.1433,277.1224,206.3775,302.9251
12135.2,23.4353525,266.6549474,267,490.5553,228.1983,338.2821,354.5718,307.9321,512.9074,350.3901,576.9959
12136.4,21.27426507,266.6813158,267,1007.794,366.6451,599.9771,614.0511,468.7198,1055.621,607.1681,1165.701
12137.6,18.94134848,266.7076842,267,3516.513,639.1607,1158.342,1224.512,1470.313,2469.771,1270.431,2619.836
12138.8,16.50049277,266.7340526,267,10624.41,1107.18,2127.15,2080.459,2535.107,4223.425,1946.933,6654.809
12140,14.01854406,266.760421,267,17414.41,1693.187,3157.817,3774.65,3780.646,6198.23,3262.476,3313.021
12141.2,11.56347384,266.7867894,267,151823.4,2266.248,4887.739,4695.764,5153.949,30258.24,3655.566,36834.25
12142.4,9.202517487,266.8131578,267,47355.73,2894.636,5796.27,4362.143,3677.813,24021.08,13425.49,7476.857
12143.6,7.000332967,266.8395262,267,17895.87,2212.9,3289.621,3015.971,1874.666,3061.297,1164.538,1795.037
12144.8,5.017230052,266.8658947,267,3627.003,758.4783,1457.95,1295.024,396.7852,721.6601,337.4376,383.432
12146,3.307518672,266.8922631,267,779.8673,298.4941,535.6094,464.4945,139.9303,209.4275,137.2733,156.9678
12147.4,1.720381277,266.9230262,267,202.5122,106.112,175.3119,171.4272,94.33543,124.5461,98.32702,111.1386
12148.6,0.751886447,266.9493946,267,135.9372,76.31064,128.8129,119.3015,80.31586,100.4383,85.02582,93.29212
12149.8,0.173595304,266.975763,267,116.9841,67.55403,117.1657,105.0364,76.06556,91.6284,79.40038,86.86196
12151,0.001345127,267.0021314,267,106.6827,62.36646,103.6528,101.0258,69.85919,84.75326,74.47096,81.71363
12152.2,0.239853218,267.0284999,267,100.2329,58.91931,96.99667,94.23039,65.9036,79.24555,71.06322,79.51121
12153.4,0.882587711,267.0548683,267,94.39701,56.61805,94.90459,91.68428,61.70269,74.78538,68.32432,76.43117
12154.6,1.911946463,267.0812367,267,92.39409,55.20924,91.89339,89.40929,58.26765,71.92783,66.40986,74.83547
12155.8,3.299739104,267.1076051,267,90.56325,53.6278,91.72266,89.24201,59.31162,71.31906,66.29665,75.23634
12157,5.007959072,267.1339735,267,89.61981,53.60213,96.14004,88.5636,60.54582,73.45803,67.44862,76.68516
12158.2,6.989824474,267.1603419,267,93.76774,55.44794,117.0805,117.7676,67.68009,86.27817,72.74994,84.61785
12159.4,9.191059269,267.1867103,267,287.3791,175.5336,456.7287,448.6742,131.7325,381.3957,225.0633,383.0889
12160.8,11.95574187,267.2174735,267,1806.694,683.7526,1599.61,1550.625,859.602,2076.885,1123.146,2340.111
12162,14.41975543,267.2438419,267,6654.091,1322.258,2335.814,3093.506,3372.079,5343.37,1958.493,4226.04
12163.2,16.89965976,267.2702103,267,19074.29,1577.804,3674.086,3466.943,2424.121,4277.954,2480.701,6019.397
12164.4,19.32753936,267.2965787,267,56972.59,1486.526,3252.508,3165.234,2432.604,17998.73,1979.521,4993.463
12165.6,21.6369035,267.3229471,267,7230.99,1678.38,2862.239,2055.128,4692.237,3507.096,1397.916,2838.808
12166.8,23.76450714,267.3493155,267,4427.737,1608.803,1695.356,1441.024,1146.239,2262.83,948.7694,1726.175
12168.2,25.93960336,267.3800787,267,2374.575,579.2809,1170.592,931.2302,636.8338,1170.817,588.8465,939.1508
12169.4,27.48235379,267.4064471,267,1276.013,377.9817,606.2942,539.4498,356.6587,633.4882,385.569,521.3969
12170.6,28.68325823,267.4328155,267,711.3826,268.4682,453.49,385.0871,246.9407,410.7258,266.7918,362.7518
12171.8,29.50942831,267.4591839,267,423.5758,186.4223,291.5509,265.2564,172.8876,269.8393,189.8487,238.8283
12173,29.93823824,267.4855523,267,288.2968,143.6894,224.1191,198.9289,137.193,200.4846,154.7115,197.8235
12174.2,29.95794449,267.5119207,267,230.8936,127.8305,197.6454,175.4861,122.9425,176.6366,142.4791,168.6675
12175.4,29.56800739,267.5382891,268,217.5888,121.2474,175.9188,160.9564,117.3323,159.4692,131.4546,154.1016
12176.6,28.77910588,267.5646575,268,187.0539,100.8578,147.4341,135.0004,98.96859,128.059,111.2584,129.4375
12177.8,27.61284508,267.591026,268,170.9022,94.63647,142.268,138.1384,106.1754,151.7987,125.9117,159.1042
12179,26.10116462,267.6173944,268,224.1672,116.2946,178.2281,180.3094,138.815,220.7811,175.1289,247.464
12180.2,24.28546388,267.6437628,268,386.3284,171.5408,277.1671,300.8355,219.3585,416.1132,287.9225,440.6917
12181.4,22.21546827,267.6701312,268,730.0547,311.2629,505.3503,494.3273,395.783,807.4948,487.0871,916.9268
12182.6,19.94786739,267.6964996,268,1813,588.8881,956.6477,906.1671,916.2142,1746.255,994.2538,2084.146
12183.8,17.54476253,267.722868,268,5458.499,1022.159,1732.516,1754.246,1587.172,3420.856,1639.786,3836.904
12185,15.07196594,267.7492364,268,11316.79,2032.485,3098.321,2756.045,3648.397,7238.451,2872.136,5086.071
12186.2,12.59719846,267.7756048,268,70233.91,2154.122,4631.264,4561.9,4072.632,8222.663,3171.721,27307.15
12187.4,10.18823492,267.8019732,268,60000.78,2557.888,7095.218,5249.794,4562.706,24592.23,3059.011,5971.214
12188.6,7.91104802,267.8283416,268,50825.01,2780.256,4115.07,3807.826,2544.739,4375.866,1784.567,3172.213
12189.8,5.828001571,267.8547101,268,7766.534,1237.105,2454.925,2223.104,822.7057,1545.513,595.9451,806.8543
12191,3.996142593,267.8810785,268,1580.939,454.8904,869.217,738.6962,197.5026,337.9524,176.7508,201.6677
